,ind_id,gender,car_owner,propert_owner,children,annual_income,birthday_count,employed_days,mobile_phone,work_phone,phone,email_id,family_members,label
176,-0.28538475869011737,-1.1953702157100263,-1.1530591721787111,1.3305150394754168,-0.5860288810750633,0.20493439721013051,-0.8369282882365644,0.08858751503546493,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-0.2732558725715155,-0.3467255099282034
180,-0.34006859599237393,0.8365609138136504,0.867258180783988,-0.7515886482532889,0.5987435116309325,-1.1289340872499554,0.08848593651228236,-0.12109904927239683,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,0.7306411503166694,-0.3467255099282034
181,0.5775796371312704,0.8365609138136504,0.867258180783988,-0.7515886482532889,-0.5860288810750633,-0.5361036497121394,-0.7225480120144934,0.23699391045017423,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-0.2732558725715155,-0.3467255099282034
192,0.3853272981340699,0.8365609138136504,0.867258180783988,1.3305150394754168,-0.5860288810750633,-0.9066226731732744,1.1887838581548245,0.7551656787099599,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-1.2771528954597005,-0.3467255099282034
197,-0.5950689681941708,-1.1953702157100263,-1.1530591721787111,-0.7515886482532889,-0.5860288810750633,-0.9066226731732744,0.7788011552228168,0.4791964827421577,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-0.2732558725715155,-0.3467255099282034
199,1.4791710541535104,-1.1953702157100263,0.867258180783988,1.3305150394754168,-0.5860288810750633,-0.16558462625100445,0.09079082872834424,-0.2011384535410041,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-0.2732558725715155,-0.3467255099282034
203,0.8384969341371509,0.8365609138136504,0.867258180783988,-0.7515886482532889,1.7835159043369286,-0.9066226731732744,1.4284926486252605,0.990698300646226,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,1.7345381732048544,-0.3467255099282034
206,1.0588546659537486,-1.1953702157100263,-1.1530591721787111,1.3305150394754168,-0.5860288810750633,-0.7213631614427068,1.3803780236149688,0.7764261454688086,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-0.2732558725715155,-0.3467255099282034
210,1.0531047511239737,-1.1953702157100263,0.867258180783988,-0.7515886482532889,0.5987435116309325,0.2790382019023575,0.8318136761922401,0.39540523139845946,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,0.7306411503166694,-0.3467255099282034
214,0.8342262505083969,-1.1953702157100263,-1.1530591721787111,-0.7515886482532889,1.7835159043369286,-0.16558462625100445,0.48492739767492654,0.09150561831609123,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,1.7345381732048544,-0.3467255099282034
216,-0.3735183079896531,0.8365609138136504,0.867258180783988,-0.7515886482532889,0.5987435116309325,0.13083059251790352,1.2518802825695186,0.38123158689256026,0.0,-0.5709663626888379,1.5328643784152527,-0.3537473842378262,-0.2732558725715155,-0.3467255099282034
217,1.4089791478082927,0.8365609138136504,0.867258180783988,-0.7515886482532889,-0.5860288810750633,-0.9066226731732744,-0.07689007999015787,0.9444255200534375,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-0.2732558725715155,-0.3467255099282034
224,-1.2327846258084885,-1.1953702157100263,-1.1530591721787111,-0.7515886482532889,-0.5860288810750633,0.5754534206712655,1.1279923259561924,0.9523460861008517,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-0.2732558725715155,-0.3467255099282034
225,0.35889200505776087,0.8365609138136504,0.867258180783988,1.3305150394754168,1.7835159043369286,-1.0437147118538943,0.1544634761970538,-1.8223532618775338,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,1.7345381732048544,-0.3467255099282034
226,-1.2430676685123596,0.8365609138136504,-1.1530591721787111,-0.7515886482532889,-0.5860288810750633,-0.7213631614427068,-0.6755858331122324,0.3791472274063986,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-0.2732558725715155,-0.3467255099282034
227,0.8770285210669695,0.8365609138136504,-1.1530591721787111,1.3305150394754168,-0.5860288810750633,-0.4619998450199124,0.12968588487438854,0.5634046059830883,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-1.2771528954597005,-0.3467255099282034
228,0.3409742206712012,0.8365609138136504,-1.1530591721787111,-0.7515886482532889,-0.5860288810750633,0.20493439721013051,0.7303984186855172,-0.4254155342519974,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-0.2732558725715155,-0.3467255099282034
230,-1.1261606864961915,0.8365609138136504,-1.1530591721787111,1.3305150394754168,0.5987435116309325,0.7607129324018329,-0.3321568929190116,0.012299957841948624,0.0,-0.5709663626888379,1.5328643784152527,-0.3537473842378262,0.7306411503166694,-0.3467255099282034
231,-0.6693645481938335,-1.1953702157100263,-1.1530591721787111,-0.7515886482532889,-0.5860288810750633,-0.5361036497121394,1.404003168829603,0.037729143573120724,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-0.2732558725715155,-0.3467255099282034
234,1.2354319259336792,0.8365609138136504,0.867258180783988,-0.7515886482532889,-0.5860288810750633,-0.35084413798157194,-1.0610790562485826,0.484615817406178,0.0,-0.5709663626888379,-0.6523734350418183,-0.3537473842378262,-1.2771528954597005,-0.3467255099282034
